Date,Open,High,Low,Close,Adj Close,Volume
2022-03-10,3684.000000,3684.000000,3615.000000,3620.949951,3587.253418,2005441
2022-03-11,3603.250000,3639.850098,3592.850098,3599.149902,3565.656006,1623423
2022-03-14,3580.000000,3648.350098,3580.000000,3643.000000,3609.098145,1765688
2022-03-15,3659.000000,3659.000000,3585.399902,3593.899902,3560.454834,3651133
2022-03-16,3640.500000,3668.000000,3616.250000,3655.899902,3621.877930,3090475
2022-03-17,3696.600098,3710.000000,3660.300049,3672.750000,3638.571289,3600452
2022-03-21,3696.000000,3713.949951,3615.000000,3626.699951,3592.949707,2413831
2022-03-22,3640.000000,3711.000000,3625.000000,3700.949951,3666.508789,2907611
2022-03-23,3708.000000,3729.800049,3690.000000,3712.399902,3677.852295,1596195
2022-03-24,3700.000000,3758.199951,3695.000000,3749.850098,3714.953857,1879046
2022-03-25,3759.899902,3779.500000,3672.000000,3707.449951,3672.948242,1690133
2022-03-28,3695.000000,3713.000000,3661.199951,3707.699951,3673.195801,1760990
2022-03-29,3694.750000,3722.000000,3691.000000,3705.350098,3670.868164,2689063
2022-03-30,3738.000000,3738.000000,3706.199951,3731.550049,3696.823975,1583455
2022-03-31,3740.000000,3754.649902,3720.199951,3739.949951,3705.145752,2168110
2022-04-01,3748.000000,3763.000000,3728.050049,3758.750000,3723.770996,1387014
2022-04-04,3762.000000,3780.000000,3737.100098,3770.350098,3735.263184,1472994
2022-04-05,3772.000000,3835.600098,3772.000000,3814.800049,3779.299316,2314947
2022-04-06,3809.300049,3809.300049,3731.149902,3755.350098,3720.402588,2051729
2022-04-07,3745.500000,3745.500000,3679.000000,3684.149902,3649.864990,2494829
2022-04-08,3690.000000,3705.000000,3642.500000,3685.649902,3651.351074,2296773
2022-04-11,3690.000000,3712.350098,3656.100098,3696.399902,3662.000977,2291660
2022-04-12,3683.000000,3739.000000,3648.350098,3691.100098,3656.750488,4483476
2022-04-13,3707.000000,3709.850098,3655.550049,3661.949951,3627.871826,1621672
2022-04-18,3610.000000,3610.000000,3522.500000,3528.050049,3495.217773,3820792
2022-04-19,3550.000000,3563.550049,3439.149902,3471.899902,3439.590332,3170014
2022-04-20,3500.000000,3569.149902,3480.000000,3556.800049,3523.700195,2640370
2022-04-21,3580.000000,3644.000000,3567.399902,3628.649902,3594.881592,2280996
2022-04-22,3581.100098,3617.000000,3571.500000,3612.550049,3578.931396,1581465
2022-04-25,3558.000000,3584.000000,3533.100098,3548.199951,3515.180176,1960694
2022-04-26,3575.149902,3587.899902,3518.149902,3546.300049,3513.298096,1943469
2022-04-27,3546.000000,3568.449951,3506.300049,3561.199951,3528.059326,1727648
2022-04-28,3588.000000,3604.399902,3538.050049,3584.300049,3550.944336,1703660
2022-04-29,3597.000000,3623.250000,3536.850098,3546.699951,3513.694092,2051115
2022-05-02,3519.899902,3547.949951,3492.750000,3542.399902,3509.434326,1324161
2022-05-04,3538.500000,3545.449951,3465.300049,3479.750000,3447.367188,2305825
2022-05-05,3512.100098,3533.000000,3485.350098,3513.399902,3480.703857,1612262
2022-05-06,3459.000000,3474.500000,3424.500000,3432.600098,3400.656250,2010812
2022-05-09,3398.000000,3456.000000,3346.850098,3445.100098,3413.039795,2481830
2022-05-10,3434.000000,3464.800049,3422.000000,3438.750000,3406.748779,1622685
2022-05-11,3435.000000,3448.449951,3382.149902,3412.000000,3380.247803,1841769
2022-05-12,3378.000000,3449.699951,3350.100098,3408.649902,3376.928955,2807195
2022-05-13,3435.000000,3439.899902,3382.149902,3414.899902,3383.120850,2187823
2022-05-16,3415.000000,3430.000000,3366.600098,3376.800049,3345.375244,1195813
2022-05-17,3370.000000,3467.000000,3350.399902,3451.600098,3419.479492,1754076
2022-05-18,3465.000000,3495.000000,3443.050049,3448.800049,3416.705322,1866781
2022-05-19,3397.000000,3405.000000,3230.000000,3261.949951,3231.594238,4642963
2022-05-20,3310.000000,3313.899902,3270.050049,3293.000000,3262.355225,3065125
2022-05-23,3304.800049,3338.899902,3267.000000,3321.750000,3290.837646,2293690
2022-05-24,3315.149902,3324.850098,3275.600098,3288.000000,3257.401611,1711510
2022-05-25,3292.850098,3292.850098,3154.050049,3167.649902,3159.310547,3548046
2022-05-26,3191.000000,3241.500000,3180.550049,3226.949951,3218.454346,2813186
2022-05-27,3253.199951,3278.899902,3229.199951,3261.300049,3252.714111,3103153
2022-05-30,3297.000000,3386.600098,3286.350098,3375.250000,3366.364014,2094624
2022-05-31,3354.149902,3383.399902,3325.000000,3364.350098,3355.492920,4840965
2022-06-01,3388.000000,3388.000000,3340.050049,3355.199951,3346.366699,1493835
2022-06-02,3355.000000,3432.000000,3346.300049,3423.000000,3413.988281,2657939
2022-06-03,3459.399902,3477.300049,3431.199951,3440.149902,3431.093018,1913622
2022-06-06,3418.000000,3453.000000,3377.149902,3430.949951,3421.917480,1084210
2022-06-07,3401.050049,3418.850098,3356.000000,3362.699951,3353.847168,2308256
2022-06-08,3380.149902,3413.949951,3346.500000,3404.149902,3395.187988,2185707
2022-06-09,3385.000000,3437.000000,3353.100098,3427.100098,3418.077637,1279197
2022-06-10,3382.000000,3393.000000,3352.000000,3359.899902,3351.054443,1527582
2022-06-13,3290.000000,3293.000000,3192.449951,3219.600098,3211.124023,3030921
2022-06-14,3190.000000,3238.899902,3174.699951,3210.550049,3202.097656,2611493
2022-06-15,3218.500000,3234.000000,3201.000000,3206.300049,3197.858887,1404536
2022-06-16,3240.000000,3244.850098,3133.050049,3142.000000,3133.728027,2032028
2022-06-17,3092.000000,3118.750000,3023.850098,3088.899902,3080.767822,5240434
2022-06-20,3094.000000,3138.750000,3069.000000,3112.399902,3104.206055,1502769
2022-06-21,3130.000000,3237.750000,3125.399902,3211.949951,3203.493896,2964461
2022-06-22,3199.899902,3250.550049,3183.000000,3222.949951,3214.464844,3336315
2022-06-23,3222.949951,3318.000000,3222.949951,3308.800049,3300.089111,3692578
2022-06-24,3339.000000,3345.000000,3277.500000,3293.100098,3284.430420,2132118
2022-06-27,3350.000000,3362.899902,3306.500000,3314.699951,3305.973389,2037686
2022-06-28,3307.000000,3330.000000,3272.600098,3318.149902,3309.414307,1400046
2022-06-29,3271.000000,3333.000000,3271.000000,3290.500000,3281.837158,2133994
2022-06-30,3272.000000,3310.899902,3255.000000,3267.100098,3258.498779,2719603
2022-07-01,3260.000000,3333.000000,3252.050049,3315.100098,3306.372559,1502879
2022-07-04,3312.000000,3317.949951,3225.050049,3235.050049,3226.533203,2622535
2022-07-05,3255.000000,3272.000000,3206.949951,3216.300049,3207.832520,2170627
2022-07-06,3218.500000,3268.500000,3202.250000,3260.750000,3252.165527,2182144
2022-07-07,3271.000000,3319.399902,3265.050049,3287.850098,3279.194336,1989921
2022-07-08,3300.000000,3305.000000,3250.000000,3265.449951,3256.853027,2136916
2022-07-11,3206.149902,3225.000000,3106.000000,3113.800049,3105.602539,6974600
2022-07-12,3114.899902,3136.199951,3080.250000,3084.699951,3076.578857,3734815
2022-07-13,3104.000000,3110.000000,3035.000000,3038.750000,3030.750000,3863530
2022-07-14,3056.000000,3057.000000,2967.000000,2998.750000,2998.750000,4764908
2022-07-15,3018.550049,3028.899902,2953.000000,2994.600098,2994.600098,4574806
2022-07-18,3023.000000,3076.949951,3014.300049,3063.500000,3063.500000,3202795
2022-07-19,3030.050049,3078.949951,3030.050049,3074.250000,3074.250000,1865074
2022-07-20,3107.800049,3171.949951,3098.050049,3164.800049,3164.800049,3402251
2022-07-21,3167.000000,3184.000000,3144.050049,3177.300049,3177.300049,2420640
2022-07-22,3185.000000,3197.000000,3143.500000,3171.000000,3171.000000,2075886
2022-07-25,3165.000000,3186.449951,3149.100098,3166.750000,3166.750000,1797504
2022-07-26,3164.699951,3168.899902,3096.500000,3115.899902,3115.899902,2639367
2022-07-27,3115.000000,3194.100098,3110.000000,3188.850098,3188.850098,1389808
2022-07-28,3216.000000,3264.000000,3201.649902,3260.500000,3260.500000,2106333
2022-07-29,3290.000000,3317.300049,3275.000000,3301.899902,3301.899902,2430257
2022-08-01,3327.000000,3327.000000,3271.000000,3298.800049,3298.800049,1306913
2022-08-02,3290.000000,3312.899902,3271.649902,3291.800049,3291.800049,1269114
2022-08-03,3280.000000,3349.000000,3277.050049,3339.500000,3339.500000,2895824
2022-08-04,3350.000000,3387.899902,3307.350098,3354.949951,3354.949951,2150567
2022-08-05,3361.199951,3377.000000,3355.000000,3365.050049,3365.050049,1106933
2022-08-08,3365.000000,3378.899902,3336.000000,3374.449951,3374.449951,1068836
2022-08-10,3385.000000,3385.000000,3335.000000,3354.250000,3354.250000,1878359
2022-08-11,3400.000000,3428.699951,3375.050049,3422.500000,3422.500000,1449248
2022-08-12,3419.000000,3419.000000,3381.250000,3401.550049,3401.550049,1472354
2022-08-16,3411.000000,3414.850098,3387.500000,3392.699951,3392.699951,839942
2022-08-17,3385.100098,3417.949951,3371.100098,3401.100098,3401.100098,1622326
2022-08-18,3390.000000,3392.000000,3362.000000,3381.250000,3381.250000,1430659
2022-08-19,3387.000000,3421.500000,3371.250000,3385.750000,3385.750000,1398410
2022-08-22,3365.000000,3384.100098,3347.399902,3354.550049,3354.550049,1536532
2022-08-23,3319.949951,3341.899902,3270.000000,3284.600098,3284.600098,1849256
2022-08-24,3292.000000,3308.000000,3250.199951,3255.350098,3255.350098,1691923
2022-08-25,3276.000000,3278.149902,3214.750000,3218.199951,3218.199951,1946930
2022-08-26,3234.300049,3257.000000,3216.800049,3222.199951,3222.199951,1457962
2022-08-29,3125.000000,3142.699951,3081.000000,3132.550049,3132.550049,2539173
2022-08-30,3155.000000,3226.500000,3142.100098,3211.149902,3211.149902,3431525
2022-09-01,3190.000000,3190.000000,3121.000000,3131.699951,3131.699951,3546935
2022-09-02,3163.000000,3163.000000,3120.300049,3130.399902,3130.399902,2052900
2022-09-05,3123.649902,3147.949951,3112.250000,3133.399902,3133.399902,2147912
2022-09-06,3135.500000,3140.850098,3106.350098,3127.050049,3127.050049,1936453
2022-09-07,3102.000000,3161.899902,3102.000000,3149.600098,3149.600098,1291534
2022-09-08,3170.000000,3183.500000,3160.100098,3169.649902,3169.649902,1346113
2022-09-09,3195.000000,3233.500000,3168.500000,3217.649902,3217.649902,1561185
2022-09-12,3239.899902,3269.800049,3225.000000,3242.949951,3242.949951,1785928
2022-09-13,3263.449951,3263.449951,3225.000000,3229.350098,3229.350098,1972678
2022-09-14,3135.000000,3141.399902,3113.800049,3120.399902,3120.399902,5090269
2022-09-15,3130.000000,3137.750000,3100.000000,3104.350098,3104.350098,2138023
2022-09-16,3076.000000,3094.350098,3000.000000,3008.699951,3008.699951,5322221
2022-09-19,3036.000000,3042.000000,2987.800049,3028.800049,3028.800049,2072220
2022-09-20,3050.000000,3079.949951,3030.000000,3040.300049,3040.300049,1544295
2022-09-21,3028.000000,3041.399902,2998.149902,3001.199951,3001.199951,2253818
2022-09-22,2990.000000,3029.949951,2979.300049,3007.399902,3007.399902,2017983
2022-09-23,3004.000000,3022.500000,2979.000000,2982.050049,2982.050049,2652374
2022-09-26,2959.850098,3025.850098,2926.100098,2994.399902,2994.399902,2925489
2022-09-27,3009.399902,3025.000000,2976.000000,3017.449951,3017.449951,2227447
2022-09-28,2980.000000,3049.949951,2980.000000,3035.649902,3035.649902,2739767
2022-09-29,3054.000000,3055.850098,2990.000000,2997.300049,2997.300049,2493902
2022-09-30,2990.850098,3019.699951,2950.100098,3004.550049,3004.550049,2817353
2022-10-03,2995.000000,3020.699951,2974.000000,2984.949951,2984.949951,1763331
2022-10-04,3029.949951,3098.000000,3023.000000,3091.149902,3091.149902,2145875
2022-10-06,3111.000000,3124.000000,3092.449951,3101.949951,3101.949951,1790816
2022-10-07,3097.399902,3105.000000,3058.100098,3064.899902,3064.899902,1939879
2022-10-10,3010.000000,3127.000000,3005.000000,3118.550049,3118.550049,3064063
2022-10-11,3100.000000,3145.000000,3053.350098,3069.550049,3069.550049,4730645
2022-10-12,3084.899902,3109.899902,3062.050049,3100.750000,3100.750000,1665247
2022-10-13,3100.750000,3110.000000,3052.350098,3103.300049,3103.300049,2054781
2022-10-14,3145.000000,3150.000000,3071.000000,3099.149902,3099.149902,2245534
